date,average_30d,average_90d,average_180d,index
2026-07-17,0.0362105,0.036292200000000004,0.0366565,1.25123443
2026-07-20,0.036177299999999996,0.0362742,0.036646899999999996,1.25160876
2026-07-21,0.0361608,0.0362675,0.0366435,1.25173287
2026-07-22,0.0361574,0.0362641,0.0366418,1.25185839
2026-07-23,0.0361608,0.0362607,0.0366401,1.25198428
2026-07-24,0.0361674,0.0362586,0.0366396,1.25211087
2026-07-27,0.036180699999999996,0.0362518,0.0366367,1.25249067
2026-07-28,0.0361875,0.0362518,0.0366367,1.25261731
2026-07-29,0.0361975,0.036254,0.0366367,1.25274431
2026-07-30,0.0362076,0.036252900000000005,0.036635,1.25287133
2026-07-31,0.0361975,0.0362541,0.036633399999999997,1.25299836
2026-08-03,0.036211099999999996,0.0362619,0.036628799999999996,1.25338052
2026-08-04,0.0362146,0.036265200000000004,0.036628799999999996,1.2535076
2026-08-05,0.0362213,0.0362708,0.0366293,1.25363504
